entityid,userid,cate1,cate2,cate3,ctime,actiontype,usertag1,usertag2,usertag3,label
150532,868805033893309,8512,95,null,1615525357110,KVtagclick,6131,150532,null,1
153424,74:59:09:32:95:24,26510,156,null,1615504591076,KVtagclick,153424,null,null,1
1791,868404037200594,26510,156,null,1615476806518,KVtagclick,1791,null,null,1
155684,521fc8c0cc02ab04,8512,95,null,1615526042300,KVtagclick,155684,null,null,1
150510,864815046811754,8512,95,null,1615508188959,KVtagclick,150510,24750,86858,1
6366,573d241e7ffeab6e,8512,168,null,1615553731985,KVtagclick,6366,null,null,1
5900,98a44fc6e0ddd0db,8512,95,null,1615514773262,KVtagclick,150510,5961,5900,1
5961,98a44fc6e0ddd0db,8512,95,null,1615514747585,KVtagclick,150510,5961,5900,1
86858,864815046811754,8512,95,null,1615509145592,KVtagclick,150510,24750,86858,1
150510,869482043010602,8512,95,null,1615549968439,KVtagclick,150510,null,null,1
5900,e5da5dd8b5be343d,8512,95,null,1615481371006,KVtagclick,5900,null,null,1
6131,862732039704395,8512,95,null,1615527154726,KVtagclick,6131,null,null,1
155098,868338034047600,26509,609,null,1615545388639,KVtagclick,155098,null,null,1
155686,7a53b97bc162170b,8512,95,null,1615532506447,KVtagclick,48786,5900,3106,1
28865,a282765afcea93e5,26510,156,null,1615540168887,KVtagclick,28865,null,null,1
20080,862120046209691,26509,609,null,1615559180500,KVtagclick,20080,null,null,1
5900,7a53b97bc162170b,8512,95,null,1615532565613,KVtagclick,48786,5900,3106,1
6445,869234037720773,8512,95,null,1615478547539,KVtagclick,24750,5725,6445,1
5725,869234037720773,8512,95,null,1615478349290,KVtagclick,24750,5725,6445,1
147176,f678edcfdf62bc3de64651ed35b8cf1912efb843,8512,96,null,1615539789650,KVtagclick,147176,null,null,1
150495,862796043754738,8512,95,null,1615557546999,KVtagclick,150495,null,null,1
150482,0a223f73f440e2fb,8512,95,null,1615547358344,KVtagclick,5725,155685,24765,1
4005,38f2e7953d3ba6be,8512,96,null,1615517524415,KVtagclick,4005,null,null,1
24765,0a223f73f440e2fb,8512,95,null,1615547397176,KVtagclick,5725,155685,24765,1
6555,867140034633079,8512,95,null,1615510416062,KVtagclick,6555,null,null,1
24751,af0a56ec0b70d90f,8512,95,null,1616056975003,KVtagclick,24751,null,null,1
5961,863116033661752,8512,95,null,1616028446497,KVtagclick,5961,null,null,1
150532,7534ee1a59a0e1ab415af39d47b01880ed16dc5b,8512,95,null,1616073577549,KVtagclick,150532,null,null,1
1000,535396e2eae9a35926de67e1d0328a2fc2ebddd7,26510,156,null,1616073473754,KVtagclick,1000,null,null,1
150510,867135046261273,8512,95,null,1616023180509,KVtagclick,150510,null,null,1
24628,776e26291d550cc6e71dabb4e4db75ed25056d24,26510,156,null,1616033607564,KVtagclick,24628,null,null,1
24696,74a5ec722fe32c5bbb9797a9591722e047e31c35,26509,611,null,1616057417533,KVtagclick,24696,null,null,1
150504,82cfd2a33a865ac2,8512,95,null,1616073944705,KVtagclick,150504,null,null,1
5725,865741046908797,8512,95,null,1616027225032,KVtagclick,5725,5740,null,1
86858,865306046558172,8512,95,null,1616058466715,KVtagclick,86858,null,null,1
86858,868608036550896,8512,95,null,1616051690231,KVtagclick,86858,null,null,1
86858,88618f4005fbe1c7,8512,95,null,1616077962891,KVtagclick,86858,null,null,1
86858,865306046558172,8512,95,null,1616058509231,KVtagclick,86858,null,null,1
150532,862951048981204,8512,95,null,1615551364820,KVtagclick,150532,null,null,1
5740,48cfc8230344ae63,8512,95,null,1615526409032,KVtagclick,150504,5740,null,1
156011,3922d852f4e50732,26509,234,null,1615518592902,KVtagclick,156011,null,null,1
5900,869156034502773,8512,95,null,1615562469322,KVtagclick,5900,null,null,1
86858,8547cbe8c22d26ae,8512,95,null,1615523515595,KVtagclick,86858,5900,null,1
155684,626a2c27252a8c88acc5520c9aa861c4e2077312,8512,95,null,1615492993869,KVtagclick,155684,null,null,1
150495,3899fa5c7bc33572,8512,95,null,1615510598286,KVtagclick,150495,null,null,1
155684,2b6477a679bebf33b46c01be02a831687e597553,8512,95,null,1616041007869,KVtagclick,155684,null,null,1
24751,84aacb7be5775f15932bbc476e8be79374578689,8512,95,null,1616058469685,KVtagclick,24751,155686,null,1
147228,860214047087339,8512,168,null,1616027222388,KVtagclick,147228,null,null,1
143792,860981040800302,26509,609,null,1616057800320,KVtagclick,143792,null,null,1
5725,6184b3a267146c58,8512,95,null,1616054591806,KVtagclick,5725,null,null,1
26368,864258034879154,8512,111,null,1616037090657,KVtagclick,26368,null,null,1
5961,33dc9f6d8300e8e0,8512,95,null,1616051377920,KVtagclick,5961,null,null,1
86858,ba4308725afd27b1,8512,95,null,1616072522736,KVtagclick,86858,null,null,1
52268,863640043527299,26510,8444,null,1615810420151,KVtagclick,52268,null,null,1
26748,869563030279092,92,35694,38068,1615781830663,KVtagclick,26748,47847,64906,1
43703,862668049502850,92,14379,null,1615818208488,KVtagclick,40190,40185,43703,1
40630,116b4a6a4773a44c,35945,36012,null,1615788391894,KVtagclick,40630,null,null,1
74913,866350032588909,26510,8444,null,1615738422132,KVtagclick,74913,116673,null,1
41155,240f8fdbc11d7deb,832,23004,null,1615782101823,KVtagclick,149255,41155,null,1
90310,869751033888619,70124,246,null,1615816681200,KVtagclick,41182,90310,null,1
26264,f0f099b858e6c740,26509,35828,35833,1615766866550,KVtagclick,26264,null,null,1
150499,a0000089898584,8512,95,null,1604232966210,KVtagclick,150499,null,null,1
24711,860175048192313,26509,609,null,1616050481974,KVtagclick,24711,null,null,1
155684,861594045880648,8512,95,null,1616031562212,KVtagclick,155684,null,null,1
150510,445a98a10a81c524fbac0fad8b2ce9bbd4be505d,8512,95,null,1616063317852,KVtagclick,150510,null,null,1
155680,aa3b433d5e132d09,8512,95,null,1616070541624,KVtagclick,155680,null,null,1
150495,cfa31b7e6a615d54,8512,95,null,1616045899249,KVtagclick,6131,155679,5725,1
6131,774715ef232d980d36fd6c7f9d0bd2df17d31ed8,8512,95,null,1616031861711,KVtagclick,6131,null,null,1
155679,cfa31b7e6a615d54,8512,95,null,1616045932096,KVtagclick,6131,155679,5725,1
25739,00a27fc815a9e943,26509,609,null,1615489456695,KVtagclick,25739,null,null,1
73617,ec4c97063eef0176,8512,168,null,1615560520020,KVtagclick,150510,73617,6445,1
5961,861675040057223,8512,95,null,1615545741090,KVtagclick,5961,null,null,1
150510,861845039287814,8512,95,null,1615532732858,KVtagclick,150510,5740,null,1
150505,867661048200936,8512,95,null,1615556593379,KVtagclick,150505,null,null,1
155684,866411046782530,8512,95,null,1615528776431,KVtagclick,150482,127112,5420,1
636,867009048665270,8512,96,null,1615544668794,KVtagclick,636,null,null,1
6366,32ea88b1176af07b,8512,168,null,1615500800162,KVtagclick,6366,null,null,1
155679,635a395c4ec28b503e23b90ab9dc9d329a09b993,8512,95,null,1615478640174,KVtagclick,155679,null,null,1
150510,ec4c97063eef0176,8512,95,null,1615563603451,KVtagclick,150510,73617,6445,1
5740,861845039287814,8512,95,null,1615532720699,KVtagclick,150510,5740,null,1
150532,869902043472650,8512,95,null,1615542591888,KVtagclick,150532,null,null,1
86858,9c99f8c9db3316cabc18ed55c4bc0dc35d576bdf,8512,95,null,1615547623228,KVtagclick,86858,null,null,1
43874,0503d1afe393dd91,8512,96,null,1615455949700,KVtagclick,43874,null,null,1
24930,868884036358099,8512,168,null,1615547091079,KVtagclick,24930,null,null,1
155624,a09d4dfb11794b26,8512,96,null,1615552132428,KVtagclick,27376,155624,null,1
24883,c9dd6442c7762316,8512,168,null,1615555495399,KVtagclick,24883,null,null,1
150510,ec4c97063eef0176,8512,95,null,1615564398602,KVtagclick,150510,73617,6445,1
147176,fa519e12cfadd0003209bde8132af4cca8f023c9,8512,96,null,1615512997638,KVtagclick,4138,147176,null,1
150504,c2e8e4a035ecad28,8512,95,null,1616053314705,KVtagclick,150504,150527,null,1
86858,867679037797118,8512,95,null,1616075593264,KVtagclick,86858,155680,155685,1
155685,1f6947ce4acc6f98,8512,95,null,1615999500450,KVtagclick,155685,null,null,1
155685,354765088779772,8512,95,null,1616010398606,KVtagclick,155685,null,null,1
155680,867679037797118,8512,95,null,1616076848148,KVtagclick,86858,155680,155685,1
155686,284c002053138d5f,8512,95,null,1616029753486,KVtagclick,155686,null,null,1
150527,c2e8e4a035ecad28,8512,95,null,1616053237733,KVtagclick,150504,150527,null,1
155685,867679037797118,8512,95,null,1616075576368,KVtagclick,86858,155680,155685,1
155684,6dfb5ef4a8819084,8512,95,null,1616045934266,KVtagclick,155684,null,null,1
155685,07af04d018fbf489,8512,95,null,1616080753643,KVtagclick,155685,null,null,1
127112,980a96cf778370cd,8512,95,null,1616067013737,KVtagclick,127112,null,null,1
155684,a4caf42f241c1d41,8512,95,null,1616036721008,KVtagclick,155684,null,null,1
86858,863034052336877,8512,95,null,1616024062956,KVtagclick,86858,155684,null,1
155685,869225045020495,8512,95,null,1616081365830,KVtagclick,155685,null,null,1
155684,7a51d2f053ca843e,8512,95,null,1616077755270,KVtagclick,155684,null,null,1
155685,868600055529018,8512,95,null,1616012877522,KVtagclick,155685,null,null,1
155684,867548049852759,8512,95,null,1616054952085,KVtagclick,150510,155684,null,1
155684,863034052336877,8512,95,null,1616024018749,KVtagclick,86858,155684,null,1
5900,389d412c3fd250a7,8512,95,null,1616032122773,KVtagclick,5900,null,null,1
150510,867548049852759,8512,95,null,1616055008404,KVtagclick,150510,155684,null,1
5900,86994904234842,8512,95,null,1616059040485,KVtagclick,5900,null,null,1
24554,ad598e7e7ee1e752,8512,96,null,1616064024065,KVtagclick,24554,null,null,1
25494,868573047210072,26509,609,null,1616045049462,KVtagclick,25494,null,null,1
73617,4845472770b93621,8512,168,null,1615493143816,KVtagclick,73617,null,null,1
5900,864569040645896,8512,95,null,1615564449060,KVtagclick,86858,5900,5725,1
86858,864661043161235,8512,95,null,1615524867393,KVtagclick,86858,null,null,1
5725,864569040645896,8512,95,null,1615564324690,KVtagclick,86858,5900,5725,1
150505,cb32437efa5c9aff,8512,95,null,1615547776665,KVtagclick,150505,null,null,1
155684,864569040645896,8512,95,null,1615564201453,KVtagclick,86858,5900,5725,1
150510,994764b24c46a40a,8512,95,null,1615526958132,KVtagclick,150510,150504,150527,1
150527,994764b24c46a40a,8512,95,null,1615527396356,KVtagclick,150510,150504,150527,1
150510,864294041167770,8512,95,null,1615506394816,KVtagclick,150510,null,null,1
748,6532ec8e9e8126b93a1b6a140db9de7b8a07cfa3,26510,156,null,1615520410783,KVtagclick,748,null,null,1
150504,994764b24c46a40a,8512,95,null,1615527018817,KVtagclick,150510,150504,150527,1
127112,866588044772744,8512,95,null,1615560742453,KVtagclick,127112,148942,5725,1
24750,38d03bd6b26dfe8e11b9b2a364b1931d3a3eb908,8512,95,null,1615490220226,KVtagclick,24750,null,null,1
150495,dde61d079ddf048c,8512,95,null,1615554902814,KVtagclick,150495,null,null,1
6131,7364d785bde7fd61,8512,95,null,1615528290595,KVtagclick,6131,null,null,1
5420,9bb567fb92477dbf,8512,95,null,1615552865059,KVtagclick,5420,150532,null,1
63851,ff5904cdc1e0d5a4,26510,156,null,1615549758803,KVtagclick,63851,null,null,1
155623,864885042313378,8512,96,null,1615507631031,KVtagclick,155623,24554,null,1
150510,866255049112413,8512,95,null,1615515189449,KVtagclick,150510,null,null,1
150510,889e5a8387db2fba,8512,95,null,1615553204482,KVtagclick,150510,null,null,1
5420,68e3dbaf26b483aba790ec476de77ba3daa90416,8512,95,null,1615486329577,KVtagclick,5420,null,null,1
5725,862031037752872,8512,95,null,1615525969350,KVtagclick,5725,5740,null,1
5725,e57ef31aa21f2da808357f7c7708d14eeddb665b,8512,95,null,1615511273872,KVtagclick,5725,null,null,1
6366,866656037280007,8512,168,null,1615523902985,KVtagclick,6366,null,null,1
5725,862031037752872,8512,95,null,1615525677403,KVtagclick,5725,5740,null,1
24554,864885042313378,8512,96,null,1615507738422,KVtagclick,155623,24554,null,1
5740,861661045647556,8512,95,null,1615530551782,KVtagclick,86858,150532,5725,1
5725,861661045647556,8512,95,null,1615530566201,KVtagclick,86858,150532,5725,1
5725,862031037752872,8512,95,null,1615526148074,KVtagclick,5725,5740,null,1
150532,9bb567fb92477dbf,8512,95,null,1615552765128,KVtagclick,5420,150532,null,1
155684,865002036420495,8512,95,null,1615545831351,KVtagclick,155684,null,null,1
3246,a00000a3369ce9,26510,156,null,1615562037526,KVtagclick,3246,null,null,1
31945,862935044940074,26510,156,null,1615561017163,KVtagclick,31945,null,null,1
46075,cc3b75a08d378ee8,8703,130,null,1615775503859,KVtagclick,46075,null,null,1
40516,7964166a859603ff,26510,8445,null,1615774067119,KVtagclick,40516,null,null,1
24707,071d6d7d2ae96f0b,26509,35828,null,1615771672803,KVtagclick,24707,null,null,1
41182,14c9012c55af000e,70124,246,null,1615814021133,KVtagclick,41182,null,null,1
46119,867750044738724,8512,8558,null,1615803656101,KVtagclick,46119,null,null,1
149255,99001087205899,832,23004,null,1615737629425,KVtagclick,46552,149255,null,1
9713,22fa691a888ca3a4b7c09d73ea3a40539122761e,8512,8516,null,1615780295168,KVtagclick,9713,null,null,1
69572,b45f6753b2403261,8703,97,null,1615789976416,KVtagclick,69572,null,null,1
46552,99001087205899,832,23004,null,1615737574666,KVtagclick,46552,149255,null,1
41079,689db0dde88f7ee9,35945,36008,null,1615788289939,KVtagclick,41079,null,null,1
24750,559fff3a26f35afc3ef8690633d9a6474082b427,8512,95,null,1616030141860,KVtagclick,24750,null,null,1
6131,59e74b4b168778250e3dc0784b46cfdd1dd90fce,8512,95,null,1616032326055,KVtagclick,6131,null,null,1
150482,b0ca7cd0a6ac5cbf,8512,95,null,1616029587396,KVtagclick,150482,null,null,1
5900,c5828a3e8b07b531f09e0e59f24de157e55b6080,8512,95,null,1616044702569,KVtagclick,5900,null,null,1
150495,ee0a91af7106eb2a,8512,95,null,1616025048760,KVtagclick,5725,150495,null,1
5725,ee0a91af7106eb2a,8512,95,null,1616025104336,KVtagclick,5725,150495,null,1
150510,1f98529ef4807b65ad4f29360663695768369799,8512,95,null,1616048633066,KVtagclick,150510,null,null,1
86858,f6f0cc9366290bed,8512,95,null,1616026934060,KVtagclick,86858,null,null,1
155685,514430631497eea6,8512,95,null,1616043226500,KVtagclick,155685,null,null,1
155623,1fd0f811a73e8fca,8512,96,null,1615600878881,KVtagclick,155623,null,null,1
24750,863095031714492,8512,95,null,1616024685729,KVtagclick,24750,null,null,1
5725,28c2d926497795a6,8512,95,null,1615487544670,KVtagclick,5725,155684,null,1
86858,120c0909dbed3f7a,8512,95,null,1615492730946,KVtagclick,86858,null,null,1
24750,b5acd6d9ddabf232,8512,95,null,1615549341748,KVtagclick,24750,null,null,1
150484,152978e9c87ba09c,8512,95,null,1615541244630,KVtagclick,150510,6131,150484,1
6131,152978e9c87ba09c,8512,95,null,1615541220180,KVtagclick,150510,6131,150484,1
147176,b44ae72b2b0e66b7546aa5beb4dc4c86a57fd029,8512,96,null,1615537682493,KVtagclick,147176,null,null,1
5420,a1cc8ba7520d2d4c2d78f98f0295bd8a96bc1009,8512,95,null,1615498209705,KVtagclick,5420,6131,null,1
155674,dd9b32f2f311b1217ae4fc7635de0e7e2e740dbd,8512,95,null,1615532571335,KVtagclick,155674,null,null,1
155686,865861045101754,8512,95,null,1615535188734,KVtagclick,155686,null,null,1
155684,28c2d926497795a6,8512,95,null,1615487506026,KVtagclick,5725,155684,null,1
86858,cd62fa3f8bc2b38e,8512,95,null,1615557347731,KVtagclick,86858,5725,null,1
6131,a1cc8ba7520d2d4c2d78f98f0295bd8a96bc1009,8512,95,null,1615497914517,KVtagclick,5420,6131,null,1
636,095b8de4b8896b45,8512,96,null,1615535359042,KVtagclick,636,null,null,1
24750,b5acd6d9ddabf232,8512,95,null,1615549375425,KVtagclick,24750,null,null,1
5725,cd62fa3f8bc2b38e,8512,95,null,1615557372267,KVtagclick,86858,5725,null,1
150510,152978e9c87ba09c,8512,95,null,1615541275684,KVtagclick,150510,6131,150484,1
150482,8b8980d4eebc35fcfe04e971192f4a3f0649171b,8512,95,null,1616004097863,KVtagclick,150522,150482,null,1
150510,b15b06b53e524940,8512,95,null,1616074667123,KVtagclick,150510,5900,null,1
5961,866693043625933,8512,95,null,1616052183735,KVtagclick,86858,5961,5725,1
150482,cf07a62fd0316a6fe0dcf7d74ccffc1d907ab6f0,8512,95,null,1616053204025,KVtagclick,150482,null,null,1
86858,866693043625933,8512,95,null,1616052760690,KVtagclick,86858,5961,5725,1
44562,864223041557490,26509,609,null,1616004783729,KVtagclick,44562,null,null,1
6131,2fa4f9c078993c7f,8512,95,null,1616022522793,KVtagclick,6131,150532,null,1
6131,b217cd0d8e958c2e,8512,95,null,1616039365989,KVtagclick,6131,null,null,1
20098,ba35c1e205b2545eb5ce60a2da99118e25ebfce2,26509,609,null,1616072014263,KVtagclick,20098,null,null,1
5900,b15b06b53e524940,8512,95,null,1616074650970,KVtagclick,150510,5900,null,1
86858,5e7ed59c03e10f72,8512,95,null,1616036653304,KVtagclick,86858,null,null,1
5725,866693043625933,8512,95,null,1616052220098,KVtagclick,86858,5961,5725,1
150532,2fa4f9c078993c7f,8512,95,null,1616022502782,KVtagclick,6131,150532,null,1
150522,8b8980d4eebc35fcfe04e971192f4a3f0649171b,8512,95,null,1616004241739,KVtagclick,150522,150482,null,1
141077,866836040710584,70124,246,null,1615816181130,KVtagclick,141077,null,null,1
33517,cd0c444f1a07be8b,8703,14000,null,1615798550995,KVtagclick,111170,33517,null,1
41178,a0000072ed64a5,70124,246,null,1615737891946,KVtagclick,41182,41178,null,1
41182,a0000072ed64a5,70124,246,null,1615737861445,KVtagclick,41182,41178,null,1
93257,866137047696870,26509,35828,null,1615815813744,KVtagclick,93257,73989,null,1
98187,3fe71a58e112849f,92,14354,null,1615802384410,KVtagclick,98187,null,null,1
111170,cd0c444f1a07be8b,8703,14000,null,1615801882898,KVtagclick,111170,33517,null,1
73989,866137047696870,26509,35828,null,1615815869875,KVtagclick,93257,73989,null,1
5961,a56fbb32dc8a00c0,8512,95,null,1615527973824,KVtagclick,5961,5725,6445,1
155679,f9655b5c031aa75b,8512,95,null,1615551890310,KVtagclick,155679,null,null,1
150482,0fae7abb2907845be55612318b7b85e697c4eeea,8512,95,null,1615513849590,KVtagclick,150482,null,null,1
5961,866046040342038,8512,95,null,1615510200058,KVtagclick,150510,5961,null,1
86858,869178049472230,8512,95,null,1615526833209,KVtagclick,150510,86858,6131,1
155679,863954032601209,8512,95,null,1615557765984,KVtagclick,155679,null,null,1
2828,338b52d404fa4955,26510,156,null,1615542701390,KVtagclick,2828,3252,null,1
86858,861824048442397,8512,95,null,1615551203415,KVtagclick,86858,null,null,1
5900,863508033082387,8512,95,null,1615540808334,KVtagclick,5900,null,null,1
20098,94518ed9e4256a1d,26509,609,null,1615533576691,KVtagclick,20098,null,null,1
150510,866046040342038,8512,95,null,1615510309705,KVtagclick,150510,5961,null,1
3252,338b52d404fa4955,26510,156,null,1615542708742,KVtagclick,2828,3252,null,1
150510,756d26bfe1a87e1e,8512,95,null,1615509355238,KVtagclick,150510,6366,null,1
6131,dcecb8a4aae35f60,8512,95,null,1615523966450,KVtagclick,6131,null,null,1
748,866351035595099,26510,156,null,1615564043000,KVtagclick,2299,748,null,1
24664,1726beb60c2b109a44e4592934d5812e7b13edcb,26509,609,null,1615540912905,KVtagclick,24664,null,null,1
150504,bef733560ee2c654,8512,95,null,1615556794870,KVtagclick,150504,null,null,1
6366,756d26bfe1a87e1e,8512,168,null,1615509669376,KVtagclick,150510,6366,null,1
150482,864493046188324,8512,95,null,1615526997688,KVtagclick,24765,150482,null,1
24664,1726beb60c2b109a44e4592934d5812e7b13edcb,26509,609,null,1615546679746,KVtagclick,24664,null,null,1
150510,862603034324192,8512,95,null,1615534062042,KVtagclick,150510,null,null,1
2299,866351035595099,26510,156,null,1615563584150,KVtagclick,2299,748,null,1
5725,4fc0b9bd4466a3b1,8512,95,null,1615514171974,KVtagclick,5725,null,null,1
26218,38c2cafee1540bfb,26509,609,null,1615548659567,KVtagclick,26218,null,null,1
6445,866516043293768,8512,95,null,1615520503933,KVtagclick,6445,null,null,1
24765,864493046188324,8512,95,null,1615527036677,KVtagclick,24765,150482,null,1
150504,862126045608775,8512,95,null,1616071058302,KVtagclick,150504,null,null,1
147176,c53968dab7c28fbf,8512,96,null,1616060900863,KVtagclick,147176,null,null,1
150510,867136033183355,8512,95,null,1616056389843,KVtagclick,150510,null,null,1
106697,866865045954319,26510,156,null,1616076760278,KVtagclick,106697,null,null,1
4039,869613044750131,8512,96,null,1616073248328,KVtagclick,4039,4005,null,1
155623,b5bbaa706d9bc670,8512,96,null,1616040981018,KVtagclick,155623,null,null,1
128688,869755039714653,8512,95,null,1616041271785,KVtagclick,128688,null,null,1
636,8b12a26f081cbaa0,8512,96,null,1616049444897,KVtagclick,636,null,null,1
62578,056d14cb1757352d,70123,403647,null,1616067991693,KVtagclick,62836,40697,62578,1
4005,869613044750131,8512,96,null,1616073205059,KVtagclick,4039,4005,null,1
41157,e1fd4438a10601fb,832,23004,null,1615795920968,KVtagclick,46552,41157,149255,1
53045,a0000087ba29e1,92,14455,null,1615783360086,KVtagclick,53045,null,null,1
24819,93923837cb15de29,8512,8523,null,1615767016973,KVtagclick,24819,null,null,1
46552,e1fd4438a10601fb,832,23004,null,1615795967987,KVtagclick,46552,41157,149255,1
67889,862935048358687,8703,34807,35009,1615767331112,KVtagclick,40391,67889,40587,1
41158,e1fd4438a10601fb,832,23004,null,1615795772721,KVtagclick,46552,41157,149255,1
40391,862935048358687,8703,34807,null,1615768072775,KVtagclick,40391,67889,40587,1
40324,30f60942c1625873,26510,8444,27342,1615811558826,KVtagclick,40324,null,null,1
41155,e1fd4438a10601fb,832,23004,null,1615795914248,KVtagclick,46552,41157,149255,1
26146,8f65f3bf28d0342c,8640,8659,null,1615813437836,KVtagclick,26146,null,null,1
141873,869011037269138,70124,246,null,1615796297306,KVtagclick,141873,null,null,1
149255,e1fd4438a10601fb,832,23004,null,1615795963688,KVtagclick,46552,41157,149255,1
40587,862935048358687,8703,34807,null,1615767959323,KVtagclick,40391,67889,40587,1
6131,908caf2086f049e858b943939bc795cba35e56c9,8512,95,null,1616074896210,KVtagclick,6131,null,null,1
86858,866432031285370,8512,95,null,1616077280654,KVtagclick,86858,null,null,1
155679,5e9535e0beb7e9582205f4a3fb56d84e515b0371,8512,95,null,1616028127116,KVtagclick,155679,null,null,1
155685,677a8544b24f067e,8512,95,null,1616077974878,KVtagclick,155685,null,null,1
155625,865383039440940,8512,96,null,1616044087165,KVtagclick,155625,null,null,1
86858,a5f22a73d7344bf0,8512,95,null,1616049856124,KVtagclick,86858,null,null,1
155684,6b672d6b2c7044d6,8512,95,null,1616037692789,KVtagclick,155684,null,null,1
155685,869479032672103,8512,95,null,1616060185144,KVtagclick,150510,155685,null,1
44562,671d074a9c898461,26509,609,null,1616045733079,KVtagclick,44562,null,null,1
5900,867911046495552,8512,95,null,1616046374128,KVtagclick,5900,null,null,1
86858,32c64a64202c013d,8512,95,null,1616014097936,KVtagclick,86858,155685,6445,1
2299,d2cdf82a78fb305e8b6fc27a7ce0eca63c4edc8f,26510,156,null,1616058732930,KVtagclick,2299,null,null,1
155685,869479032672103,8512,95,null,1616059792750,KVtagclick,150510,155685,null,1
6445,32c64a64202c013d,8512,95,null,1616013678139,KVtagclick,86858,155685,6445,1
155625,354732081022816,8512,96,null,1616073532829,KVtagclick,155625,null,null,1
155685,32c64a64202c013d,8512,95,null,1616013649237,KVtagclick,86858,155685,6445,1
3892,aefb612218d0b0c9,26509,609,null,1616043290053,KVtagclick,3892,null,null,1
20098,867498033780493,26509,609,null,1616042042923,KVtagclick,20098,25491,null,1
5900,720280a7b5b3a3c0,8512,95,null,1616007554121,KVtagclick,5900,null,null,1
150510,869479032672103,8512,95,null,1616078149772,KVtagclick,150510,155685,null,1
25491,867498033780493,26509,609,null,1616042213812,KVtagclick,20098,25491,null,1
151467,3e161dd0a59856b0,26510,156,null,1616073258414,KVtagclick,151467,null,null,1
5900,7b2db1a1bb81bdd7,8512,95,null,1616057869436,KVtagclick,5900,null,null,1
24491,6e41cf3f743e1fcb60195360efaf0dd124cf1177,8512,203,null,1616037492212,KVtagclick,24491,null,null,1
5725,02b0dee608c55700a35ab0463d5f46180d535524,8512,95,null,1615521831894,KVtagclick,5725,24765,null,1
24554,868548036917853,8512,96,null,1615549042105,KVtagclick,147176,24554,null,1
150532,869396041183957,8512,95,null,1615507530623,KVtagclick,150532,null,null,1
155623,6c4d158c561f07682497d9c63fc4a1135021d9b7,8512,96,null,1615510755434,KVtagclick,155623,null,null,1
150527,ff6286e5bda74598a1a4e87c1d7b78f8ee78e08b,8512,95,null,1615558407501,KVtagclick,150527,null,null,1
6366,ac180639f9686c7a,8512,168,null,1615533717180,KVtagclick,150510,6366,null,1
147176,868548036917853,8512,96,null,1615549033892,KVtagclick,147176,24554,null,1
5961,55499237dd0a0b26,8512,95,null,1615554832543,KVtagclick,5961,null,null,1
25035,ca42f1e9e7b38935,92,14455,null,1615538492968,KVtagclick,25035,null,null,1
150505,e00f44b93e7c27f0,8512,95,null,1615540800414,KVtagclick,150505,null,null,1
155623,38b5a605cbccea46,8512,96,null,1615516616083,KVtagclick,155623,null,null,1
5725,be437978cd9feef6006a8f88ac7a338f6cddf933,8512,95,null,1615534593719,KVtagclick,5725,null,null,1
155684,cc61e865df2084c5,8512,95,null,1615537260816,KVtagclick,155684,null,null,1
86858,c080a895f603245c,8512,95,null,1615528484790,KVtagclick,86858,null,null,1
155684,79d98d75878c3a91,8512,95,null,1615523490846,KVtagclick,155684,null,null,1
6366,8809fa271d89c175,8512,168,null,1615524712403,KVtagclick,6366,null,null,1
150527,d8d9944cb7ee9bdc,8512,95,null,1615511079901,KVtagclick,150527,null,null,1
150510,860048042123073,8512,95,null,1615508064475,KVtagclick,150510,null,null,1
46314,864223040159025,26509,234,null,1615542716666,KVtagclick,46314,null,null,1
24751,864688034667151,8512,95,null,1615553089332,KVtagclick,6033,24750,5961,1
6445,e5648dbc934839ad,8512,95,null,1615523183204,KVtagclick,6445,null,null,1
5961,864688034667151,8512,95,null,1615553076053,KVtagclick,6033,24750,5961,1
4005,866220036679311,8512,96,null,1615530534853,KVtagclick,4005,null,null,1
155751,6026f41eba638629,8512,168,null,1616072775844,KVtagclick,155751,null,null,1
5725,866239037034672,8512,95,null,1616008367647,KVtagclick,5725,null,null,1
6366,ed4836e8e372de3990582f5a37abb3305a1288d9,8512,168,null,1616032768412,KVtagclick,6366,null,null,1
155797,865452047908956,8512,168,null,1616045371193,KVtagclick,155797,155799,null,1
155799,865452047908956,8512,168,null,1616045394045,KVtagclick,155797,155799,null,1
150510,ac46b0705e036c44,8512,95,null,1616041572833,KVtagclick,150510,null,null,1
5900,20014206ab63173a,8512,95,null,1616048371868,KVtagclick,5900,null,null,1
106899,ced806ca292fdf78a2dae315d6f50f21d2a009b4,8512,203,null,1616043189122,KVtagclick,106899,null,null,1
155685,1d462668c6fd6c0e,8512,95,null,1616032169925,KVtagclick,155685,null,null,1
150510,869175037535499,8512,95,null,1616041671226,KVtagclick,150510,null,null,1
6555,86999403630653,8512,95,null,1616053444842,KVtagclick,6555,null,null,1
26840,89f330b80094c347,8512,96,null,1615523975675,KVtagclick,26840,null,null,1
155684,5783dd66b61b3c22,8512,95,null,1615519716991,KVtagclick,155684,null,null,1
155623,3daa43ef7ed08c44,8512,96,null,1615556956859,KVtagclick,155623,null,null,1
86858,864392030120477,8512,95,null,1615552829436,KVtagclick,86858,null,null,1
6131,863240041765296,8512,95,null,1615516727924,KVtagclick,6131,null,null,1
